email_id,label,category,email_text
L0721,0,legitimate,Your package is ready for pickup at the collection desk during normal working hours.
L0384,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
P0178,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.account-security-alert.com/verify.
L0550,0,legitimate,The maintenance team will inspect the office network on Monday. No action is required from you.
L0027,0,legitimate,Reminder: your appointment with Admissions is scheduled for Wednesday at 11:30 AM.
L0843,0,legitimate,The maintenance team will inspect the office network on Wednesday. No action is required from you.
L0790,0,legitimate,"Hi Kiran, could you please send the latest version of the report when convenient?"
P0246,1,phishing,Your employee benefits account requires verification. Sign in at https://www.secure-account-check.com/verify.
L0891,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
P0605,1,phishing,Congratulations! You have been selected for a cash reward. Submit your details at https://www.billing-confirmation.net/verify.
L0638,0,legitimate,The maintenance team will inspect the office network on Friday. No action is required from you.
L0080,0,legitimate,Thank you for contacting support. We have created a ticket and will respond within two business days.
L0948,0,legitimate,Your library book is due on Wednesday. You can renew it through the library portal.
L0126,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
L0019,0,legitimate,Your library book is due on Tuesday. You can renew it through the library portal.
L1179,0,legitimate,Your order has been shipped and is expected to arrive on Tuesday. You can track it from your account dashboard.
P0578,1,phishing,Important document: Please review and sign the attached form using https://www.verify-login-now.net/verify.
L0491,0,legitimate,Your library book is due on Tuesday. You can renew it through the library portal.
P0757,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.reward-center-online.com/verify.
L1049,0,legitimate,Reminder: your appointment with HR is scheduled for Tuesday at 3:30 PM.
L1022,0,legitimate,Reminder: your appointment with Admissions is scheduled for Friday at 11:30 AM.
P0014,1,phishing,Final notice: Your account will be closed unless you verify your password at https://www.reward-center-online.com/verify.
L0781,0,legitimate,"Please find the meeting agenda attached. We will discuss milestones, risks, and next week's tasks."
L0109,0,legitimate,"Hi everyone, today's training session will begin at 2:00 PM. The meeting link is in the calendar invitation."
L1032,0,legitimate,"Hi Sanjay, here are the notes from yesterday's discussion. Please share any corrections."
P0082,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.account-security-alert.com/verify."
L0327,0,legitimate,Your package is ready for pickup at the collection desk during normal working hours.
P0346,1,phishing,Security alert: We detected unusual activity on your Office 365 account. Confirm your identity using https://www.verify-login-now.net/verify.
L0874,0,legitimate,Thank you for contacting support. We have created a ticket and will respond within two business days.
L1125,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
P0424,1,phishing,Congratulations! You have been selected for a cash reward. Submit your details at https://www.account-security-alert.com/verify.
P0197,1,phishing,Your tax refund is ready. Confirm your bank information at https://www.billing-confirmation.net/verify.
P0289,1,phishing,You are eligible for an exclusive bonus. Click https://www.secure-account-check.com/verify to claim it before midnight.
L0750,0,legitimate,"Hi everyone, today's training session will begin at 10:00 AM. The meeting link is in the calendar invitation."
L0731,0,legitimate,"Hi everyone, today's training session will begin at 11:30 AM. The meeting link is in the calendar invitation."
L0174,0,legitimate,"Hi Sanjay, the design review is scheduled for Friday at 4:00 PM. Please let me know if you can attend."
L0246,0,legitimate,Your library book is due on Friday. You can renew it through the library portal.
L0879,0,legitimate,"Hi Meera, here are the notes from yesterday's discussion. Please share any corrections."
L0892,0,legitimate,The maintenance team will inspect the office network on Friday. No action is required from you.
L0578,0,legitimate,"Hi Sanjay, here are the notes from yesterday's discussion. Please share any corrections."
L0035,0,legitimate,"Hi Rahul, the project review is scheduled for Thursday at 11:30 AM. Please let me know if you can attend."
P0997,1,phishing,Final notice: Your account will be closed unless you verify your password at https://www.reward-center-online.com/verify.
P0561,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.account-security-alert.com/verify.
L1146,0,legitimate,Reminder: your appointment with Admissions is scheduled for Monday at 11:30 AM.
P0243,1,phishing,Important document: Please review and sign the attached form using https://www.reward-center-online.com/verify.
P0340,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.billing-confirmation.net/verify.
P0584,1,phishing,You are eligible for an exclusive bonus. Click https://www.secure-account-check.com/verify to claim it before midnight.
P0712,1,phishing,Final notice: Your account will be closed unless you verify your password at https://www.billing-confirmation.net/verify.
P0204,1,phishing,Final notice: Your account will be closed unless you verify your password at https://www.account-security-alert.com/verify.
L0732,0,legitimate,Your order has been shipped and is expected to arrive on Thursday. You can track it from your account dashboard.
P1178,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.account-security-alert.com/verify.
L0361,0,legitimate,The maintenance team will inspect the office network on Monday. No action is required from you.
P1064,1,phishing,You are eligible for an exclusive bonus. Click https://www.billing-confirmation.net/verify to claim it before midnight.
P0882,1,phishing,Congratulations! You have been selected for a cash reward. Submit your details at https://www.billing-confirmation.net/verify.
L1195,0,legitimate,Your order has been shipped and is expected to arrive on Friday. You can track it from your account dashboard.
L0226,0,legitimate,Thank you for contacting support. We have created a ticket and will respond within two business days.
L0194,0,legitimate,"Please find the meeting agenda attached. We will discuss milestones, risks, and next week's tasks."
L1018,0,legitimate,Your library book is due on Friday. You can renew it through the library portal.
P0653,1,phishing,Final notice: Your account will be closed unless you verify your password at https://www.account-security-alert.com/verify.
L0353,0,legitimate,"Please find the meeting agenda attached. We will discuss milestones, risks, and next week's tasks."
P0662,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.verify-login-now.net/verify."
L0958,0,legitimate,"Hi Sanjay, could you please send the latest version of the report when convenient?"
L0196,0,legitimate,"Hi Arjun, the weekly sync is scheduled for Wednesday at 2:00 PM. Please let me know if you can attend."
L1074,0,legitimate,"Please find the meeting agenda attached. We will discuss milestones, risks, and next week's tasks."
L0228,0,legitimate,The maintenance team will inspect the office network on Friday. No action is required from you.
L0767,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
L0562,0,legitimate,"Hi Priya, here are the notes from yesterday's discussion. Please share any corrections."
L0973,0,legitimate,"Hi Akhila, here are the notes from yesterday's discussion. Please share any corrections."
P0099,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.reward-center-online.com/verify.
L0326,0,legitimate,Thank you for contacting support. We have created a ticket and will respond within two business days.
L0529,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
P0609,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.secure-account-check.com/verify.
L0698,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
P0199,1,phishing,Final notice: Your account will be closed unless you verify your password at https://www.verify-login-now.net/verify.
L0387,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
L0360,0,legitimate,"Hi Sanjay, the client meeting is scheduled for Wednesday at 3:30 PM. Please let me know if you can attend."
P1042,1,phishing,Your tax refund is ready. Confirm your bank information at https://www.billing-confirmation.net/verify.
P0362,1,phishing,Security alert: We detected unusual activity on your banking account. Confirm your identity using https://www.verify-login-now.net/verify.
L0436,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
P0657,1,phishing,You are eligible for an exclusive bonus. Click https://www.billing-confirmation.net/verify to claim it before midnight.
L0344,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
P0929,1,phishing,You are eligible for an exclusive bonus. Click https://www.reward-center-online.com/verify to claim it before midnight.
P0758,1,phishing,Security alert: We detected unusual activity on your Google account. Confirm your identity using https://www.account-security-alert.com/verify.
L0015,0,legitimate,"Hi Akhila, could you please send the latest version of the report when convenient?"
L0016,0,legitimate,"Hi everyone, today's training session will begin at 2:00 PM. The meeting link is in the calendar invitation."
P0016,1,phishing,Important document: Please review and sign the attached form using https://www.secure-account-check.com/verify.
P0312,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.reward-center-online.com/verify.
P0172,1,phishing,Important document: Please review and sign the attached form using https://www.verify-login-now.net/verify.
P1044,1,phishing,Your payment was declined. Update your billing information within 24 hours at https://www.account-security-alert.com/verify.
L0981,0,legitimate,"Hi everyone, today's training session will begin at 10:00 AM. The meeting link is in the calendar invitation."
P0376,1,phishing,Congratulations! You have been selected for a cash reward. Submit your details at https://www.account-security-alert.com/verify.
L0868,0,legitimate,"Hi everyone, today's training session will begin at 3:30 PM. The meeting link is in the calendar invitation."
L1086,0,legitimate,Thank you for contacting support. We have created a ticket and will respond within two business days.
L0824,0,legitimate,"Hi Meera, the project review is scheduled for Tuesday at 2:00 PM. Please let me know if you can attend."
P0893,1,phishing,Urgent: Your PayPal account has been suspended. Verify your account immediately at https://www.verify-login-now.net/verify.
P0922,1,phishing,Security alert: We detected unusual activity on your banking account. Confirm your identity using https://www.verify-login-now.net/verify.
P0838,1,phishing,Important document: Please review and sign the attached form using https://www.reward-center-online.com/verify.
L0114,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
L0786,0,legitimate,"Hi Priya, the design review is scheduled for Tuesday at 2:00 PM. Please let me know if you can attend."
P0152,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.billing-confirmation.net/verify.
L0714,0,legitimate,The maintenance team will inspect the office network on Tuesday. No action is required from you.
L0666,0,legitimate,Thank you for contacting support. We have created a ticket and will respond within two business days.
L0332,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
L0012,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
L0062,0,legitimate,Your library book is due on Monday. You can renew it through the library portal.
P0690,1,phishing,Your employee benefits account requires verification. Sign in at https://www.billing-confirmation.net/verify.
P0244,1,phishing,Your employee benefits account requires verification. Sign in at https://www.billing-confirmation.net/verify.
L0187,0,legitimate,Your order has been shipped and is expected to arrive on Monday. You can track it from your account dashboard.
L0885,0,legitimate,The maintenance team will inspect the office network on Monday. No action is required from you.
P1141,1,phishing,Important document: Please review and sign the attached form using https://www.account-security-alert.com/verify.
P0824,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.secure-account-check.com/verify.
P0262,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.verify-login-now.net/verify.
P0726,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.reward-center-online.com/verify.
P0865,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.verify-login-now.net/verify.
L0316,0,legitimate,Reminder: your appointment with Admissions is scheduled for Friday at 10:00 AM.
P1085,1,phishing,Security alert: We detected unusual activity on your banking account. Confirm your identity using https://www.secure-account-check.com/verify.
L1044,0,legitimate,"Hi Priya, could you please send the latest version of the report when convenient?"
P0272,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.reward-center-online.com/verify.
L0528,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
L0087,0,legitimate,"Hi everyone, today's training session will begin at 2:00 PM. The meeting link is in the calendar invitation."
L0639,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
L0499,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
L0363,0,legitimate,"Hi everyone, today's training session will begin at 2:00 PM. The meeting link is in the calendar invitation."
P0259,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.verify-login-now.net/verify.
L0587,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
L0850,0,legitimate,"Hi everyone, today's training session will begin at 2:00 PM. The meeting link is in the calendar invitation."
P1136,1,phishing,Your tax refund is ready. Confirm your bank information at https://www.reward-center-online.com/verify.
P0540,1,phishing,Your payment was declined. Update your billing information within 24 hours at https://www.account-security-alert.com/verify.
L0113,0,legitimate,Your package is ready for pickup at the collection desk during normal working hours.
P0248,1,phishing,You are eligible for an exclusive bonus. Click https://www.secure-account-check.com/verify to claim it before midnight.
P0342,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.secure-account-check.com/verify."
L0299,0,legitimate,"Hi everyone, today's training session will begin at 4:00 PM. The meeting link is in the calendar invitation."
L0541,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
L0249,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
P0406,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.reward-center-online.com/verify.
L0863,0,legitimate,Your library book is due on Thursday. You can renew it through the library portal.
L0733,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
L0806,0,legitimate,"Hi Meera, could you please send the latest version of the report when convenient?"
P1035,1,phishing,You are eligible for an exclusive bonus. Click https://www.reward-center-online.com/verify to claim it before midnight.
P0863,1,phishing,You have won a free smartphone. Claim your reward now by visiting https://www.reward-center-online.com/verify.
L0259,0,legitimate,"Please find the meeting agenda attached. We will discuss milestones, risks, and next week's tasks."
P0167,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.secure-account-check.com/verify.
L0465,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
P0643,1,phishing,Important document: Please review and sign the attached form using https://www.billing-confirmation.net/verify.
L1069,0,legitimate,The maintenance team will inspect the office network on Friday. No action is required from you.
P0588,1,phishing,Your payment was declined. Update your billing information within 24 hours at https://www.billing-confirmation.net/verify.
P0534,1,phishing,Security alert: We detected unusual activity on your Google account. Confirm your identity using https://www.secure-account-check.com/verify.
L1062,0,legitimate,"Hi everyone, today's training session will begin at 4:00 PM. The meeting link is in the calendar invitation."
L0468,0,legitimate,"Hello team, the weekly project update is attached. Please review it before the meeting."
L0918,0,legitimate,"Hi everyone, today's training session will begin at 2:00 PM. The meeting link is in the calendar invitation."
P0835,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.secure-account-check.com/verify."
P0502,1,phishing,Final notice: Your account will be closed unless you verify your password at https://www.account-security-alert.com/verify.
P1102,1,phishing,Your tax refund is ready. Confirm your bank information at https://www.billing-confirmation.net/verify.
L0536,0,legitimate,Reminder: your appointment with HR is scheduled for Monday at 10:00 AM.
P1167,1,phishing,Your tax refund is ready. Confirm your bank information at https://www.secure-account-check.com/verify.
P0471,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.account-security-alert.com/verify.
P0858,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.reward-center-online.com/verify.
P0920,1,phishing,Your payment was declined. Update your billing information within 24 hours at https://www.billing-confirmation.net/verify.
L1115,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
L0040,0,legitimate,Your order has been shipped and is expected to arrive on Tuesday. You can track it from your account dashboard.
P0992,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.secure-account-check.com/verify.
L0124,0,legitimate,"Hello team, the weekly project update is attached. Please review it before the meeting."
L0745,0,legitimate,"Hi everyone, today's training session will begin at 4:00 PM. The meeting link is in the calendar invitation."
P1036,1,phishing,Your employee benefits account requires verification. Sign in at https://www.secure-account-check.com/verify.
P1148,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.verify-login-now.net/verify.
L0489,0,legitimate,Your order has been shipped and is expected to arrive on Monday. You can track it from your account dashboard.
P0164,1,phishing,Congratulations! You have been selected for a cash reward. Submit your details at https://www.account-security-alert.com/verify.
L0476,0,legitimate,"Hi Akhila, the design review is scheduled for Monday at 2:00 PM. Please let me know if you can attend."
L0880,0,legitimate,"Hello team, the weekly project update is attached. Please review it before the meeting."
P0912,1,phishing,Important document: Please review and sign the attached form using https://www.reward-center-online.com/verify.
P0494,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.reward-center-online.com/verify."
L0646,0,legitimate,The maintenance team will inspect the office network on Tuesday. No action is required from you.
P0645,1,phishing,You have won a shopping voucher. Claim your reward now by visiting https://www.secure-account-check.com/verify.
P0934,1,phishing,You are eligible for an exclusive bonus. Click https://www.verify-login-now.net/verify to claim it before midnight.
L0382,0,legitimate,"Hello team, the weekly project update is attached. Please review it before the meeting."
P0742,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.secure-account-check.com/verify.
L0882,0,legitimate,"Hi Priya, here are the notes from yesterday's discussion. Please share any corrections."
P0674,1,phishing,Your employee benefits account requires verification. Sign in at https://www.secure-account-check.com/verify.
P0500,1,phishing,Your payment was declined. Update your billing information within 24 hours at https://www.verify-login-now.net/verify.
L1053,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
L1021,0,legitimate,Your library book is due on Friday. You can renew it through the library portal.
P0400,1,phishing,Security alert: We detected unusual activity on your Office 365 account. Confirm your identity using https://www.secure-account-check.com/verify.
P0552,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.billing-confirmation.net/verify."
L0227,0,legitimate,"Hi Priya, here are the notes from yesterday's discussion. Please share any corrections."
P0904,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.secure-account-check.com/verify."
P1066,1,phishing,Your employee benefits account requires verification. Sign in at https://www.secure-account-check.com/verify.
P1075,1,phishing,You have won a free smartphone. Claim your reward now by visiting https://www.billing-confirmation.net/verify.
P0968,1,phishing,You have won a $500 gift card. Claim your reward now by visiting https://www.reward-center-online.com/verify.
L0653,0,legitimate,Your package is ready for pickup at the collection desk during normal working hours.
L0583,0,legitimate,"Hi Priya, could you please send the latest version of the report when convenient?"
L1071,0,legitimate,"Hi Sanjay, the client meeting is scheduled for Tuesday at 3:30 PM. Please let me know if you can attend."
P0249,1,phishing,Your employee benefits account requires verification. Sign in at https://www.verify-login-now.net/verify.
P1104,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.secure-account-check.com/verify.
P0857,1,phishing,You have won a free smartphone. Claim your reward now by visiting https://www.account-security-alert.com/verify.
P1123,1,phishing,Security alert: We detected unusual activity on your cloud account. Confirm your identity using https://www.billing-confirmation.net/verify.
L1152,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
P1177,1,phishing,Important document: Please review and sign the attached form using https://www.reward-center-online.com/verify.
L0395,0,legitimate,"Hi everyone, today's training session will begin at 11:30 AM. The meeting link is in the calendar invitation."
P1158,1,phishing,Your tax refund is ready. Confirm your bank information at https://www.verify-login-now.net/verify.
L0346,0,legitimate,The maintenance team will inspect the office network on Thursday. No action is required from you.
L0206,0,legitimate,Your library book is due on Wednesday. You can renew it through the library portal.
L1159,0,legitimate,"Hi Priya, the weekly sync is scheduled for Friday at 10:00 AM. Please let me know if you can attend."
L0130,0,legitimate,"Hi everyone, today's training session will begin at 10:00 AM. The meeting link is in the calendar invitation."
L0678,0,legitimate,Reminder: your appointment with Student Services is scheduled for Wednesday at 2:00 PM.
L0177,0,legitimate,Your library book is due on Monday. You can renew it through the library portal.
L0792,0,legitimate,Your order has been shipped and is expected to arrive on Thursday. You can track it from your account dashboard.
L0547,0,legitimate,Your order has been shipped and is expected to arrive on Friday. You can track it from your account dashboard.
L0916,0,legitimate,Thank you for contacting support. We have created a ticket and will respond within two business days.
L1128,0,legitimate,"Hi Kiran, the team meeting is scheduled for Monday at 2:00 PM. Please let me know if you can attend."
P0441,1,phishing,You have won a $500 gift card. Claim your reward now by visiting https://www.secure-account-check.com/verify.
P0705,1,phishing,Your payment was declined. Update your billing information within 24 hours at https://www.verify-login-now.net/verify.
L0886,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
P1041,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.billing-confirmation.net/verify.
L1000,0,legitimate,"Hello team, the weekly project update is attached. Please review it before the meeting."
P0642,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.secure-account-check.com/verify."
P0434,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.secure-account-check.com/verify.
L1050,0,legitimate,"Hi everyone, today's training session will begin at 10:00 AM. The meeting link is in the calendar invitation."
L0706,0,legitimate,Your package is ready for pickup at the collection desk during normal working hours.
L1077,0,legitimate,"Hello team, the weekly project update is attached. Please review it before the meeting."
L0903,0,legitimate,"Hi Arjun, could you please send the latest version of the report when convenient?"
P0308,1,phishing,You are eligible for an exclusive bonus. Click https://www.billing-confirmation.net/verify to claim it before midnight.
P0596,1,phishing,Congratulations! You have been selected for a cash reward. Submit your details at https://www.billing-confirmation.net/verify.
L0216,0,legitimate,"Hi everyone, today's training session will begin at 3:30 PM. The meeting link is in the calendar invitation."
P0755,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.account-security-alert.com/verify.
P0329,1,phishing,Your tax refund is ready. Confirm your bank information at https://www.secure-account-check.com/verify.
L1109,0,legitimate,"Please find the meeting agenda attached. We will discuss milestones, risks, and next week's tasks."
L0729,0,legitimate,"Please find the meeting agenda attached. We will discuss milestones, risks, and next week's tasks."
L0991,0,legitimate,The maintenance team will inspect the office network on Thursday. No action is required from you.
P0964,1,phishing,Your employee benefits account requires verification. Sign in at https://www.secure-account-check.com/verify.
L1081,0,legitimate,"Hi Meera, could you please send the latest version of the report when convenient?"
L0136,0,legitimate,"Hi Rahul, here are the notes from yesterday's discussion. Please share any corrections."
L0627,0,legitimate,"Hi Ananya, here are the notes from yesterday's discussion. Please share any corrections."
P0687,1,phishing,Urgent: Your Microsoft account has been suspended. Verify your account immediately at https://www.billing-confirmation.net/verify.
P0738,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.verify-login-now.net/verify.
L0985,0,legitimate,Reminder: your appointment with Student Services is scheduled for Thursday at 3:30 PM.
P0669,1,phishing,Security alert: We detected unusual activity on your Google account. Confirm your identity using https://www.verify-login-now.net/verify.
P0051,1,phishing,Security alert: We detected unusual activity on your Office 365 account. Confirm your identity using https://www.secure-account-check.com/verify.
P0294,1,phishing,Your employee benefits account requires verification. Sign in at https://www.account-security-alert.com/verify.
P0580,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.account-security-alert.com/verify.
P0874,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.reward-center-online.com/verify.
L0115,0,legitimate,"Hi Priya, could you please send the latest version of the report when convenient?"
L1113,0,legitimate,Thank you for contacting support. We have created a ticket and will respond within two business days.
P0852,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.verify-login-now.net/verify.
L1191,0,legitimate,"Hi Akhila, the client meeting is scheduled for Monday at 2:00 PM. Please let me know if you can attend."
P0761,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.reward-center-online.com/verify."
L1035,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
P0668,1,phishing,Urgent: Your company account has been suspended. Verify your account immediately at https://www.verify-login-now.net/verify.
P0418,1,phishing,Your payment was declined. Update your billing information within 24 hours at https://www.verify-login-now.net/verify.
P0486,1,phishing,You are eligible for an exclusive bonus. Click https://www.secure-account-check.com/verify to claim it before midnight.
L0211,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
P1047,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.account-security-alert.com/verify.
P0232,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.billing-confirmation.net/verify.
L0271,0,legitimate,"Please find the meeting agenda attached. We will discuss milestones, risks, and next week's tasks."
L0730,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
P0159,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.verify-login-now.net/verify.
L0318,0,legitimate,Your package is ready for pickup at the collection desk during normal working hours.
L0431,0,legitimate,Reminder: your appointment with Accounts is scheduled for Wednesday at 11:30 AM.
P0481,1,phishing,Urgent: Your Google account has been suspended. Verify your account immediately at https://www.billing-confirmation.net/verify.
L0030,0,legitimate,Thank you for contacting support. We have created a ticket and will respond within two business days.
P0092,1,phishing,You are eligible for an exclusive bonus. Click https://www.verify-login-now.net/verify to claim it before midnight.
L0890,0,legitimate,"Please find the meeting agenda attached. We will discuss milestones, risks, and next week's tasks."
L1126,0,legitimate,"Hi Arjun, could you please send the latest version of the report when convenient?"
L0190,0,legitimate,Thank you for contacting support. We have created a ticket and will respond within two business days.
P0034,1,phishing,Your employee benefits account requires verification. Sign in at https://www.reward-center-online.com/verify.
P0528,1,phishing,Urgent: Your Microsoft account has been suspended. Verify your account immediately at https://www.billing-confirmation.net/verify.
L0726,0,legitimate,Thank you for contacting support. We have created a ticket and will respond within two business days.
P0125,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.billing-confirmation.net/verify.
L0610,0,legitimate,Your order has been shipped and is expected to arrive on Monday. You can track it from your account dashboard.
L0317,0,legitimate,"Please find the meeting agenda attached. We will discuss milestones, risks, and next week's tasks."
L0507,0,legitimate,"Hi everyone, today's training session will begin at 3:30 PM. The meeting link is in the calendar invitation."
P0650,1,phishing,Important document: Please review and sign the attached form using https://www.account-security-alert.com/verify.
P1188,1,phishing,Your employee benefits account requires verification. Sign in at https://www.secure-account-check.com/verify.
L0370,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
P1038,1,phishing,Important document: Please review and sign the attached form using https://www.account-security-alert.com/verify.
L0202,0,legitimate,"Hi Priya, could you please send the latest version of the report when convenient?"
L0343,0,legitimate,Thank you for contacting support. We have created a ticket and will respond within two business days.
P0079,1,phishing,Urgent: Your Microsoft account has been suspended. Verify your account immediately at https://www.billing-confirmation.net/verify.
L0141,0,legitimate,"Please find the meeting agenda attached. We will discuss milestones, risks, and next week's tasks."
L1040,0,legitimate,"Hello team, the weekly project update is attached. Please review it before the meeting."
P0477,1,phishing,Your employee benefits account requires verification. Sign in at https://www.account-security-alert.com/verify.
P0102,1,phishing,You have won a free smartphone. Claim your reward now by visiting https://www.secure-account-check.com/verify.
L0759,0,legitimate,"Hi everyone, today's training session will begin at 10:00 AM. The meeting link is in the calendar invitation."
L0066,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
P0301,1,phishing,Your payment was declined. Update your billing information within 24 hours at https://www.billing-confirmation.net/verify.
L0763,0,legitimate,"Hi Rahul, the client meeting is scheduled for Wednesday at 3:30 PM. Please let me know if you can attend."
L1084,0,legitimate,Your package is ready for pickup at the collection desk during normal working hours.
L0452,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
L0591,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
L0414,0,legitimate,"Hi everyone, today's training session will begin at 11:30 AM. The meeting link is in the calendar invitation."
P0532,1,phishing,Final notice: Your account will be closed unless you verify your password at https://www.billing-confirmation.net/verify.
P0566,1,phishing,Your employee benefits account requires verification. Sign in at https://www.billing-confirmation.net/verify.
P0529,1,phishing,Final notice: Your account will be closed unless you verify your password at https://www.billing-confirmation.net/verify.
P0369,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.secure-account-check.com/verify."
L1027,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
L0684,0,legitimate,Reminder: your appointment with IT Support is scheduled for Thursday at 3:30 PM.
L0432,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
L0404,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
L0909,0,legitimate,Your order has been shipped and is expected to arrive on Monday. You can track it from your account dashboard.
P0567,1,phishing,You have won a free smartphone. Claim your reward now by visiting https://www.reward-center-online.com/verify.
P0163,1,phishing,Final notice: Your account will be closed unless you verify your password at https://www.account-security-alert.com/verify.
L0987,0,legitimate,"Hello team, the weekly project update is attached. Please review it before the meeting."
P0120,1,phishing,Security alert: We detected unusual activity on your Office 365 account. Confirm your identity using https://www.reward-center-online.com/verify.
L1089,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
P0447,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.secure-account-check.com/verify."
L0659,0,legitimate,"Hi Kiran, the design review is scheduled for Tuesday at 4:00 PM. Please let me know if you can attend."
L0107,0,legitimate,"Hi everyone, today's training session will begin at 4:00 PM. The meeting link is in the calendar invitation."
L0826,0,legitimate,"Hi Ananya, here are the notes from yesterday's discussion. Please share any corrections."
P0735,1,phishing,Your payment was declined. Update your billing information within 24 hours at https://www.secure-account-check.com/verify.
